timestamp,City,latitude,longitude,severity_x,free_flow_speed,current_speed,is_congested,Severity_y,description,distance,temperature,humidity,precipitation,weather_condition,incident_count
2016-06-30 11:07:34,Pleasanton,38.060607371467285,-75.7971519987695,3,57.4923427470044,53.27156056325812,False,3,Shoulder blocked on exit ramp due to accident on I-580 Eastbound at San Ramon Rd.,0.0,32.10189359921576,92,0.7528671046595292,Clear,3
2016-07-18 11:36:23,Hollister,37.325513811835535,-79.38421394300781,2,39.79872158300538,30.803495498140748,False,2,Right hand shoulder blocked due to accident on CA-156 Southbound at Buena Vista Rd.,0.0,7.930558223278265,45,8.843294708761233,Rain,4
2016-12-14 19:07:45,Santa Rosa,46.8384099941548,-120.03919070699118,2,46.1925449708878,42.15178904803015,False,2,Accident on US-101 Southbound at Exit 492 Hopper Ave.,0.01,0.358279626204931,91,2.5285959689209303,Cloudy,2
2016-12-18 16:16:35,Mendota,26.78385548005197,-100.07325151345134,3,33.4627195147366,19.65464516048317,True,3,Accident on I-5 Northbound at Exit 379 County Hwy-J1 Little Panoche Rd.,0.01,7.096659450046069,97,2.2157936590187166,Cloudy,4
2016-12-25 14:04:51,Burlingame,42.03316303294789,-110.71487570697776,2,42.38997048583976,34.479294384285986,False,2,Accident on US-101 Westbound at Exits 419A 419B Rollins Rd.,0.01,10.517208807460374,77,6.546308163609373,Snow,4
2016-12-26 20:49:16,Penryn,25.527734916781924,-96.8616970370093,3,59.7224176826373,55.90732430973426,False,3,Accident on I-80 Eastbound at Exit 112 Penryn Rd.,0.01,30.0263128119799,66,8.316982620901657,Fog,1
2016-12-27 22:23:03,Dublin,37.30594041806572,-106.82132907314949,3,68.90907157880672,68.08628154135877,False,3,Accident on I-580 Westbound at Exit 46 Hacienda Dr.,0.01,29.48370284868203,95,18.53327328073355,Fog,2
2017-01-13 18:50:19,San Bruno,44.13194404900023,-87.90438733553074,2,65.52688853655663,50.77684108375965,False,2,Accident on US-101 Northbound at Exit 422 Airport Access Rd.,0.01,18.394082016182526,75,8.483739100528476,Fog,2
2017-01-19 08:39:22,Redwood City,37.87487940869406,-110.78650140499768,3,50.37275989305429,39.362374808186246,False,3,Accident on I-280 Southbound near Exit 33 CA-92.,0.01,27.53884463708884,66,19.815550760436352,Fog,2
2017-01-19 16:04:22,Sacramento,45.33965807842087,-123.45779396467292,2,66.14412321398183,54.10586246784796,False,2,Right hand shoulder blocked due to accident on Bell St at Wyda Way.,0.0,29.21878978011532,31,1.9226796786392544,Clear,4
